keyword,video_id,comment_id,author,author_channel_url,text,like_count,published_at,updated_at,extracted_at
pfizer,2XqdVlIx3i4,UgzyomMwErbWWCm_g3x4AaABAg,@andreasbesancon4106,http://www.youtube.com/@andreasbesancon4106,"Und das wusste jeder, der einen gesunden Menschenverstand hatte und sich nicht mit der Tagesschau informiert hat.Das hat die halbe Menschheit gewusst. Die andere Hälfte hat Tagesschau gesehen und sind zum impfen gerannt als gäbe es kein morgen.",0,2026-05-13T08:39:47Z,2026-05-13T08:39:47Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgzxPgBsYpQS9fxh6uF4AaABAg,@1963geier,http://www.youtube.com/@1963geier,"Für mich war es eine Welt Kontrolle,und deswegen bin ich ungeimpft 😊",0,2026-05-12T21:03:49Z,2026-05-12T21:03:49Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgxZPPgRaGrEDTuLvAl4AaABAg,@simone-kz9ym,http://www.youtube.com/@simone-kz9ym,"Die Pandemiesauerei ist das Eine.
Viel schlimmer aber ist, daß die Menschen nicht mehr vertrauen und dies macht ein vernünftiges Leben unmöglich. Selbst wenn die Wahrheit gesagt wird, dif Menschen vertrauen nicht mehr. Dies hat jedem Mist Tür und Tor geöffnet. 
Es ist absolut  verwerflich so ein Menschenexperiment zu machen und die deutsche Bevölkerung wird immer weiter verachtet.",0,2026-05-12T20:52:02Z,2026-05-12T20:52:02Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgxkmIpo4Ru614rNYoV4AaABAg,@zoimcdole,http://www.youtube.com/@zoimcdole,"The roadmap reminds me of early Chainlink — not flashy, but powerful if it works. If Cadween delivers even 60%, it’s going to be massive.",0,2026-05-12T19:59:07Z,2026-05-12T19:59:07Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgxeVlCQqbG2c9QyibR4AaABAg,@khalilconner-x9b,http://www.youtube.com/@khalilconner-x9b,"Why invest in Cadween CWN presale? Simple: cutting-edge technology, real-world use cases, and massive growth potential.",0,2026-05-12T20:01:08Z,2026-05-12T20:01:08Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgztLcUwKTfG-Yu1iJt4AaABAg,@alexmccray-i7b,http://www.youtube.com/@alexmccray-i7b,"It's early now, but I guarantee you’ll start seeing Cadween all over crypto Twitter soon. Someone like Jake Paul or Logan is bound to jump on it — it’s just got that viral vibe.",0,2026-05-12T19:59:53Z,2026-05-12T19:59:53Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgwmlEef7017BMf485N4AaABAg,@yevhalsey,http://www.youtube.com/@yevhalsey,Cadween innovative AI tools combined with its scalable DeFi solutions make it a game-changer in the crypto space. Early investment opportunities like this don't come often!,0,2026-05-12T20:00:35Z,2026-05-12T20:00:35Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgyPGwLbccD6PePKfqV4AaABAg,@joesphlemm,http://www.youtube.com/@joesphlemm,Looking for a presale with strong fundamentals? Cadween CWN is delivering on all fronts!,0,2026-05-12T19:59:30Z,2026-05-12T19:59:30Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgzPhuoaq_0_be6NdN54AaABAg,@christinnemount,http://www.youtube.com/@christinnemount,"Trump is for crypto, and new projects like Cadween will rise now when he is in the Office.",0,2026-05-12T20:00:06Z,2026-05-12T20:00:06Z,2026-05-13T10:50:57.452564+00:00
pfizer,2XqdVlIx3i4,UgwjTBs475TDw6xroiJ4AaABAg,@turkbiker8479,http://www.youtube.com/@turkbiker8479,FFP2 Staubmaske für unserem Gesundheit mit gesetzt aufgezwungen. Mafia Methode,0,2026-05-13T05:13:39Z,2026-05-13T05:13:39Z,2026-05-13T10:50:57.452564+00:00
pfizer,1ML19Y9Nca4,UgyJVaHKSOkhEgXUeMB4AaABAg,@CryptoYeti-y7r,http://www.youtube.com/@CryptoYeti-y7r,🚀 Website: https://kardwen.icu/?ref=KaVxK,0,2026-05-12T08:30:42Z,2026-05-12T08:30:42Z,2026-05-13T10:50:57.778334+00:00
pfizer,UpNH77eK0Sc,UgwDnovd2TwQrBqrtHp4AaABAg,@ThéoQuanta-1122,http://www.youtube.com/@Th%C3%A9oQuanta-1122,👍👍👍,1,2026-05-12T10:22:15Z,2026-05-12T10:22:15Z,2026-05-13T10:50:57.976764+00:00
pfizer,UpNH77eK0Sc,UgyHirWS7VsLokY0yvV4AaABAg,@Phériphas,http://www.youtube.com/@Ph%C3%A9riphas,Il faudra un grand Nuremberg 2,0,2026-05-13T04:34:59Z,2026-05-13T04:34:59Z,2026-05-13T10:50:57.976764+00:00
pfizer,m0TfQZf20oQ,UgxrswSUnZJ7S3H7w_54AaABAg,@ThéoQuanta-1122,http://www.youtube.com/@Th%C3%A9oQuanta-1122,👍👍👍,1,2026-05-12T10:21:22Z,2026-05-12T10:21:22Z,2026-05-13T10:50:58.174985+00:00
pfizer,MxDe679Aa4M,UgwRWwYvBGRJzzZtUOh4AaABAg,@ThéoQuanta-1122,http://www.youtube.com/@Th%C3%A9oQuanta-1122,👍👍👍,1,2026-05-12T10:23:56Z,2026-05-12T10:23:56Z,2026-05-13T10:50:58.562204+00:00
pfizer,MxDe679Aa4M,UgyxrM37iq5Q2gCxTlp4AaABAg,@UrekMazino-b4f,http://www.youtube.com/@UrekMazino-b4f,"Escroquerie organisée mais tout fonctionne comme ça actuellement,un pillage en règle",0,2026-05-12T11:30:38Z,2026-05-12T11:30:38Z,2026-05-13T10:50:58.562204+00:00
pfizer,vLh8a5WOiKY,UgwYIcXv--guZlFqCaV4AaABAg,@delphinelafee,http://www.youtube.com/@delphinelafee,Tous en prison !! 😡😡,4,2026-05-12T08:36:21Z,2026-05-12T08:36:21Z,2026-05-13T10:50:58.777545+00:00
pfizer,vLh8a5WOiKY,Ugy0D6311RSCALQD0zZ4AaABAg,@marie-dominiquemollard8135,http://www.youtube.com/@marie-dominiquemollard8135,Tous au bagne !  La prison c ’ est trop cool !,1,2026-05-12T10:46:23Z,2026-05-12T10:46:23Z,2026-05-13T10:50:58.777545+00:00
pfizer,vLh8a5WOiKY,UgxKf2DJDmLichjUmLx4AaABAg,@zorbakouaik2245,http://www.youtube.com/@zorbakouaik2245,Ils doivent rembourser avec les dommages et intérêts.,0,2026-05-12T17:11:31Z,2026-05-12T17:11:31Z,2026-05-13T10:50:58.777545+00:00
pfizer,vLh8a5WOiKY,UgxTiKgsObouiZdQvxN4AaABAg,@Soleil3434-e8f,http://www.youtube.com/@Soleil3434-e8f,La classe des prédateurs,0,2026-05-12T21:39:39Z,2026-05-12T21:39:39Z,2026-05-13T10:50:58.777545+00:00
pfizer,vLh8a5WOiKY,UgwSuBzuPWIubiLkHd14AaABAg,@Soleil3434-e8f,http://www.youtube.com/@Soleil3434-e8f,Les vaccins de la merde😅,0,2026-05-12T21:40:23Z,2026-05-12T21:40:23Z,2026-05-13T10:50:58.777545+00:00
pfizer,4AZLmJB1AKw,UgyVGAnRgj8POfTCEVF4AaABAg,@Ungefiltertmitsven,http://www.youtube.com/@Ungefiltertmitsven,"Unterstütze mich gerne mit deinem like und deinem abo🎉 ebenfalls lade ich dich zum offenen und unzensierten Talk in meiner kostenlosen Telegram Community gruppe ein: https://t.me/+Q60snNGnDoM0NjAy

Viel Spaß mit diesem video 🙏",1,2026-05-11T19:19:47Z,2026-05-11T19:19:47Z,2026-05-13T10:50:59.483724+00:00
pfizer,4AZLmJB1AKw,Ugzf6VUCyM-xyTHwg8R4AaABAg,@christianeschrumpf5689,http://www.youtube.com/@christianeschrumpf5689,"Danke Herr Sterz ❤Danke Ben ❤für das interessante Gespräch 
Das größte Verbrechen an der Menschheit! 
Sie gehen über Leichen!",4,2026-05-11T19:03:10Z,2026-05-11T19:03:10Z,2026-05-13T10:50:59.483724+00:00
pfizer,4AZLmJB1AKw,UgzHJVjg8DncNjbpP6B4AaABAg,@ajanssen9979,http://www.youtube.com/@ajanssen9979,😍😍😍😍😍😍😍😍,2,2026-05-11T18:47:53Z,2026-05-11T18:47:53Z,2026-05-13T10:50:59.483724+00:00
pfizer,T4igugJM524,UgzRdL-vWC8dVxWxRht4AaABAg,@kjellforssen,http://www.youtube.com/@kjellforssen,Ta med Midvir,0,2026-05-11T18:26:18Z,2026-05-11T18:26:18Z,2026-05-13T10:51:01.187701+00:00
pfizer,pyIW13nqeLY,UgzfQYfZkDx_jDKnXzh4AaABAg,@leodoro8877,http://www.youtube.com/@leodoro8877,Why would you invest in Pfizer knowing that their covid vaccine didn’t work as advertised and has made thousands of people sick?,0,2026-05-11T20:35:18Z,2026-05-11T20:35:18Z,2026-05-13T10:51:01.630015+00:00
pfizer,NI1mE7jPGao,Ugwhv5JSajbTmV69t1N4AaABAg,@BassBossÉire,http://www.youtube.com/@BassBoss%C3%89ire,"I remember being treated like a leper for being unjabbed by some of my extended family who are now dead. A very rural family who generally live into their late 90's simply from clean living, have had 6 sudden deaths and 3 with cancer. That's no coincidence imo.",50,2026-05-11T19:12:47Z,2026-05-11T19:12:47Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxQxDE-qi6JdO0V_Xt4AaABAg,@anthonybowers7571,http://www.youtube.com/@anthonybowers7571,"""the only safe vaccine is an unused one """,28,2026-05-11T19:42:29Z,2026-05-11T19:42:29Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgzTo35XJ9WTdDXiKp94AaABAg,@jrthealy1399,http://www.youtube.com/@jrthealy1399,Thanks for that... appreciate all information 👍💪🙏🇮🇪🇮🇪🇮🇪,19,2026-05-11T18:41:18Z,2026-05-11T18:41:18Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxYBeqhsQirkVsp28B4AaABAg,@johnbohan4222,http://www.youtube.com/@johnbohan4222,When Albert Bourla was asked if he had  been 'vaccinated' he said that he hadn't because he was only 59 years old at the time.,20,2026-05-11T18:36:52Z,2026-05-11T18:36:52Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxpPkKoAxphpmbmCU54AaABAg,@PowerD-i6y,http://www.youtube.com/@PowerD-i6y,Well said dead right keep up the good work we all new,16,2026-05-11T19:31:58Z,2026-05-11T19:31:58Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugyst41EdLFzt2gQa-54AaABAg,@annamariapurcell4454,http://www.youtube.com/@annamariapurcell4454,Very informative and much appreciated. Knowledge is power!,14,2026-05-11T19:17:51Z,2026-05-11T19:17:51Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgyBIkig9kHavO_QHcp4AaABAg,@Starlight_Sky_777,http://www.youtube.com/@Starlight_Sky_777,"💯 Adda 
Brain tumors only showing at stage 4 given 3 months , ive seen 10 men & women die from this in a small rural village, prostate cancer, sudden heart attacts 

The anger in people with vax is crazy 

I still cannot understand why people are buying the b.s 🙏🙈",23,2026-05-11T19:40:18Z,2026-05-11T19:40:18Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgyvqCgaLIhsJp2VJz94AaABAg,@KingsleyGallagher,http://www.youtube.com/@KingsleyGallagher,Pure NEEDLECRAFT 💉💉💉💉💉💉💉💉💉😪💀💉💉💉💉💉💉💉💉💉💉,3,2026-05-11T23:38:38Z,2026-05-11T23:38:38Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxZVc7BmNg740sJVPR4AaABAg,@SuperGurrier,http://www.youtube.com/@SuperGurrier,I got the Pfizer dual jabs and I remember after the second one having to sit down as I felt dizzy and my hands were shaking (was an above average fitness 37 year old at the time) troubling stuff.,8,2026-05-11T20:27:24Z,2026-05-11T20:27:24Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugx9B1y3a7to5FPp-hd4AaABAg,@themagikian4237,http://www.youtube.com/@themagikian4237,"Just on the point of Medical History: you can tell what diseases and illnesses people had  going back 200 years plus. Doctors took meticulous notes then and really studied illnesses themselves. My big take away from studying medical History was we CAN tell what was effecting folk then and so it should be obvious what illnesses and conditions have increased. I think even this info of patterns over time is hidden and suppressed. The Invisible Rainbow is a great book - about the electrification of our world and the increase in illnesses after every major ""jump in progress"" related to electricity, signal producing masts, arrays etc.",19,2026-05-11T18:06:43Z,2026-05-11T18:06:43Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgyOxlN1h8vmqvMjVMt4AaABAg,@dermotgilmartin1818,http://www.youtube.com/@dermotgilmartin1818,🙏🇮🇪🔥,13,2026-05-11T18:37:24Z,2026-05-11T18:37:24Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgzL69vYwrpJjhnv5Ht4AaABAg,@Judinka35,http://www.youtube.com/@Judinka35,"Thanks Adda,, he spoke 5 years ago and many didn’t want I to hear that 🥲",0,2026-05-13T09:59:29Z,2026-05-13T09:59:29Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgwwxHubn-GonQ2rTsp4AaABAg,@ashleystyles6888,http://www.youtube.com/@ashleystyles6888,How about the meningitis jab? Hidden under their chemical names are army worm ovary DNA and moth DNA. Sterilising agents.,23,2026-05-11T17:34:02Z,2026-05-11T17:34:02Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgyPzaJrBOwckG-gzNh4AaABAg,@Suzanne-l4f,http://www.youtube.com/@Suzanne-l4f,"""One more time, for the people in the back"" 😂🤣",3,2026-05-11T21:50:21Z,2026-05-11T21:50:21Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugwloahk8vL1cllgRKx4AaABAg,@helenrogers1400,http://www.youtube.com/@helenrogers1400,"From Chicago, formerly Cork City.... Thank you Adda, for sharing whati believe to be THE TRUTH. I'm a retired Certified Critical Care RN; I have  followed Dr. Mike Yeadon, and other truth-telers, since 2020. It's a lonely journey trying to wake others up, and sadly, far too many truth-tellers  paid a  high price for doing so . - They lost family,jobs, and in many cases,their livlihood. I thank God for those who were awake,some partially,and others who were all-in. I thank God for journalists like yourself , who too the time to    seek and report TRUTH. I believe we are at a PIVOTAL and  EXTREMELY IMPORTANT  POINT IN HISTORY. We have to seize the moment!  Thank you, and God bless.  ✝️🙏📿☘️🇮🇪🇺🇸",6,2026-05-11T21:54:26Z,2026-05-11T21:54:26Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgynCEbr-0weAF8yhEN4AaABAg,@derekmurray1462,http://www.youtube.com/@derekmurray1462,"It’s shocking but not surprising, these people are evil beyond belief.",2,2026-05-12T08:26:17Z,2026-05-12T08:26:17Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgyloQFxNzNEX6gFlRh4AaABAg,@gandelf8355,http://www.youtube.com/@gandelf8355,Discovered him in 2020. Definitely a highly knowledgeable man of great integrity.,5,2026-05-11T22:16:44Z,2026-05-11T22:16:44Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugw0c6vbJd-ujlbQIf94AaABAg,@carmelhegarty9829,http://www.youtube.com/@carmelhegarty9829,"Good Morning Adda--- Once again I've been BLESSED to listen to you. An Ordinary Irishman with EXTRAORDINARY Intelligence, Wisdom, and Knowledge.  God Bless your Day today and Everyday .    Thank You.   🙏🇮🇪🙏",2,2026-05-12T07:35:09Z,2026-05-12T07:35:09Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugw9d9uM-fEYU-j5x8d4AaABAg,@normabates1925,http://www.youtube.com/@normabates1925,"I wonder whether the “vaccines” did not actually originate from the pharmaceutical companies themselves, hence why the head of Pfizer, Albert Bourla, had to admit he hadn’t taken it himself. I think that if he had truly produced it, he would not have sounded so nervous when questioned -  he would have been able to lie without hesitation.

The same applies to the head of the WHO, Tedros Adhanom Ghebreyesus, who admitted he had not taken the vaccine, although this interview was later denied as ever having taken place. The logical conclusion, in my view, is that they may not have been fully informed, for security reasons, about what the substance contained or the motives behind it. Therefore, if something happened to those who had taken it, they would not want to compromise themselves by claiming they had also taken it.

Also, I do not believe the pharmaceutical companies would have promoted people requiring a second, third, or fourth injection if they had actually manufactured the product themselves — the risk would have been far too high if 50 percent of the population had started keeling over. Hence, it seems more likely that someone more powerful assumed liability ie The Military Industrial Complex / NATO.


I do not know whether anyone remembers Boris Johnson putting out a message to Vladimir Putin on television, requesting that he join forces with the UK on their own vaccine. Instead, Putin created his own vaccine, “Sputnik,” which means “fellow traveller.” Then Ukraine happened.

What is in the vaccine? In my opinion, the mRNA could be a cover, or a reason to persuade people to take the vaccine because it is for a “novel” virus. .Also the mRNA stops doctors from questioning narrative where it is new and not understood. I could continue my theory, but I will stop there",10,2026-05-11T18:36:05Z,2026-05-11T18:36:05Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxUjxq87gCDihQ_aDt4AaABAg,@Suzanne-l4f,http://www.youtube.com/@Suzanne-l4f,I wonder if there is a vaccine against being triggered by the letter d.,1,2026-05-11T22:23:00Z,2026-05-11T22:23:00Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgxReBuTmYDWYEghYKR4AaABAg,@w.gilchrist,http://www.youtube.com/@w.gilchrist,"""GT 380"" 👍 the man like the Suzuki 2 stroke triple is built on the right lines and unlike it's Kawasaki ""KH"" counterpart takes them with ease.",4,2026-05-11T18:23:34Z,2026-05-11T18:23:34Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgwFgzSbiQa0Lkmqm3d4AaABAg,@kingofthecelts2247,http://www.youtube.com/@kingofthecelts2247,Me my wife or our 5 kids.. DID NOT GET A SINGLE SHOT.. and we were ostracized with vengeance .. I tell you that.. now we're the ones laughing .. 🇮🇪☘️💚🙏✝️👍,0,2026-05-12T18:38:31Z,2026-05-12T18:38:31Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugz1kIDpe-70BYqkGxt4AaABAg,@scowlsmcjowls2626,http://www.youtube.com/@scowlsmcjowls2626,What if we had the internet in the time of polio. Would of been some carnage.,1,2026-05-11T22:48:49Z,2026-05-11T22:48:49Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugw-EFAXkZE1BI9xa7x4AaABAg,@fredmckinney2101,http://www.youtube.com/@fredmckinney2101,"Dr Sam bailey on YouTube speaks in-depth on ""virus"" very interesting and informative",1,2026-05-12T09:29:36Z,2026-05-12T09:29:36Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,Ugz_BBXs_5IwbzY5hu54AaABAg,@DavidMurphy-f3o,http://www.youtube.com/@DavidMurphy-f3o,"Avoid all medication if at all possible,more importantly avoid your gp ,to be honest we are all going to our maker ,might as well go today as go tomorow 😂",0,2026-05-12T10:29:25Z,2026-05-12T10:29:25Z,2026-05-13T10:51:02.045080+00:00
pfizer,NI1mE7jPGao,UgwqMoae_fxglBcrpb94AaABAg,@Sull1717,http://www.youtube.com/@Sull1717,"With respect to you...
Why tf do you do this to yourself, Adda? 
What's your purpose?",1,2026-05-11T21:28:38Z,2026-05-11T21:28:38Z,2026-05-13T10:51:02.045080+00:00
pfizer,7tuzeVLgF0Y,UgwVzqnaf6SsX_KPVo54AaABAg,@lauredurbano4325,http://www.youtube.com/@lauredurbano4325,"Quelle honte !! les tribunaux sont aux ordres de la hyene, scandaleux !",126,2026-05-11T17:25:56Z,2026-05-11T17:25:56Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugx-CaGA9znh0RfdLlx4AaABAg,@josianefortier9143,http://www.youtube.com/@josianefortier9143,voilà pourquoi on nous parle de l'hantavirus !,107,2026-05-11T17:26:04Z,2026-05-11T17:26:04Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgztO0nSUzv_yeQo5SR4AaABAg,@francoisehamel5858,http://www.youtube.com/@francoisehamel5858,"C'est un braquage, un hold-up...? 🤫",51,2026-05-11T18:09:10Z,2026-05-11T18:09:10Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugx0UkPuKKXXcLmBzNd4AaABAg,@francoisdupont4784,http://www.youtube.com/@francoisdupont4784,"Vous avez voté le DSA, vous avez perdu toute crédibilité.",31,2026-05-12T04:14:59Z,2026-05-12T04:14:59Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgxCmeXg5dJuJB_CQqB4AaABAg,@mathieuweinfortner8838,http://www.youtube.com/@mathieuweinfortner8838,L'argent du contribuables coule à flot !!!,51,2026-05-11T19:03:26Z,2026-05-11T19:03:26Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgyPOefbg9wnZpg9gw94AaABAg,@patrickberthelier6859,http://www.youtube.com/@patrickberthelier6859,"Tous les députés européens ont voté sans exception pour la facturation électronique, que pouvez-vous nous dire à ce sujet là, merci.",24,2026-05-12T04:21:08Z,2026-05-12T04:21:08Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgxN1FTTnZ12FCmnBo94AaABAg,@josephjoseph3867,http://www.youtube.com/@josephjoseph3867,"Si ça ne leur convient pas, qu'ils sortent de l'uess. Il est plus que temps que ça explose ce merdier",41,2026-05-11T17:18:53Z,2026-05-11T17:18:53Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgyKRxwvy2E4m5P1Czx4AaABAg,@brunosevin5732,http://www.youtube.com/@brunosevin5732,Comment une  seule une personne Ursula peut  décider toutes les pays de  l'euro  décidé   toutes les pays l'euro montrent leurs fesses incroyables  soumission,73,2026-05-11T17:02:42Z,2026-05-11T17:02:42Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgxWKevBeId-hWzB5pV4AaABAg,@0ver_Blood,http://www.youtube.com/@0ver_Blood,Vous avez voter Vida ? Vous ? QUELLE HONTE.,31,2026-05-11T17:20:43Z,2026-05-11T17:20:43Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgwTeFt6O8M7Gx5Xw1N4AaABAg,@laurentlegeard6298,http://www.youtube.com/@laurentlegeard6298,Marre de cette mascarade mondiale soit-disant européenne mais américaine...,35,2026-05-11T17:17:48Z,2026-05-11T17:17:48Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgwxWCpIZ1DBhBV80-R4AaABAg,@josephjoseph3867,http://www.youtube.com/@josephjoseph3867,"Ce qui signifie que nous payons nous aussi encore des doses que personne ne veut sur décision unilatérale de la hyène. J'aime bien l'expression "" le déclin de l'intérêt public pour les vaccins """,30,2026-05-11T17:21:14Z,2026-05-11T17:21:14Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgxV-TQYzt0I0TmupvF4AaABAg,@igordoscord5765,http://www.youtube.com/@igordoscord5765,Ça fait des années et rien de bouge...,16,2026-05-11T22:09:22Z,2026-05-11T22:09:22Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgwXaxgwSvKgD-Kb-fl4AaABAg,@intuition7228,http://www.youtube.com/@intuition7228,"Quelle importance, puisque vous avez voté en faveur de la facturation électronique pour mieux fliquer le peuple. Vous jouez un double jeu malsain.",55,2026-05-11T18:00:58Z,2026-05-11T18:00:58Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgzxWdi02ZilLnKoY8l4AaABAg,@pjm144,http://www.youtube.com/@pjm144,"Pourquoi vous ne dites pas que vous avez voté pour la
 FACTURATION NUMERIQUE, vous êtes drôle",36,2026-05-11T20:37:25Z,2026-05-11T20:37:25Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugw9005XZBDTe3YgIiV4AaABAg,@diassylviane1018,http://www.youtube.com/@diassylviane1018,Comment se fait-il que vous ayez vote pour cette facture électronique ???????????,70,2026-05-11T19:21:24Z,2026-05-11T19:21:24Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgyUfXScSLHRmnVcYIV4AaABAg,@martinedb2779,http://www.youtube.com/@martinedb2779,"Alors, Mme Joron, vous avez voté pour la mise en place de la facturation électronique centralisée européenne ? Vous rendez vous compte que vous avez vendu le pays à des instances  étrangères qui auront toutes les informations concernant toutes les ventes et tous les achats en France avec les relevés de toutes les transactions, avec détails des fournisseurs, des clients et des produits, des modes de paiement etc etc 
C'est du sabotage, comment avez vous laissé faire cela, non seulement vous mais tous les députés français à l'Union Européenne on voté pour cette obligation scelerate
A l'heure où les hackeurs s'en donnent à coeur joie, qu'adviendra t il des données et informations confidentielles commerciales de nos entreprise ?
C'est scandaleux",31,2026-05-11T21:41:50Z,2026-05-11T21:41:50Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugy8TIpmsZZMXV5jcLd4AaABAg,@nathaliebecherraz4403,http://www.youtube.com/@nathaliebecherraz4403,"Bla bla bla bla 
Vous ne vallez pas mieux ma chère en donnant votre voix sur la fact électronique 👎🏼",33,2026-05-11T17:51:21Z,2026-05-11T17:51:21Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugyaa_O-GzyfbtlwU594AaABAg,@Voxmachina-t2t,http://www.youtube.com/@Voxmachina-t2t,"Madame pouvez vous nous expliquer votre validation pour la facturation électronique européenne 
Voir l'enorme escroquerie expliquée parTatiana Ventose",80,2026-05-11T17:21:20Z,2026-05-11T17:21:20Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgwMFvc3GU_94G-3yXZ4AaABAg,@nakmuay3680,http://www.youtube.com/@nakmuay3680,"Et oui, et qu'a dit la patronne du RN ?
"" Nous devrons nous plier à la démocratie européenne  "" 
Vous dénoncez mais vous faites partie du système....👎👎👎",14,2026-05-12T04:19:08Z,2026-05-12T04:19:08Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgyzZuBM6Ln65ps1S7F4AaABAg,@annel.4493,http://www.youtube.com/@annel.4493,"Comment osez-vous encore vous adresser à nous avec vos ""dénonciations"" vertueuses alors que vous avez personnellement voté la loi sur la facturation électronique qui va tous nous détruire à partir du 01/09/2026, nous livrant à une mafia privée internationale ? C'est scandaleux !",57,2026-05-11T16:57:15Z,2026-05-11T16:57:15Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugy3O8GzkAbJs80r38J4AaABAg,@jeanclaudemazzoleni8483,http://www.youtube.com/@jeanclaudemazzoleni8483,Pfizer doit demander à Ursula de payer,8,2026-05-11T21:23:58Z,2026-05-11T21:23:58Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,UgwDc-fQIFs-ccZKIPp4AaABAg,@DaphnéSabine-b5j,http://www.youtube.com/@Daphn%C3%A9Sabine-b5j,"Je vis le rêve pour lequel j'ai tant prié: j'ai 48 ans, je suis retraitée, je gagne 100 000 € toutes les deux semaines et j'ai une famille formidable qui me soutient. Vos paroles m'ont vraiment motivée!!",22,2026-05-12T18:50:07Z,2026-05-12T18:50:07Z,2026-05-13T10:51:02.308698+00:00
pfizer,7tuzeVLgF0Y,Ugw_GLC641_NCw5bZOp4AaABAg,@mirella697,http://www.youtube.com/@mirella697,Quels voleurs !!! Ils dépouillent des millions d'européens pour faire des placements bien confortables dans leurs banques dorées après les avoir injecté et..... !!! Vivement que cette ue s'écroule définitivement !!!,12,2026-05-11T20:01:54Z,2026-05-11T20:04:44Z,2026-05-13T10:51:02.308698+00:00
